PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
390225,01-JUL-10,30-JUN-11,As Submitted,EPHRATA COMMUNITY HOSPITAL              ,169 MARTIN AVENUE                       ,,EPHRATA                                 ,PA                                      ,17522-1002                              ,LANCASTER                               ,,,,,,,,,,123,44895,9781,137,26415,,1191.43,,2178,42,6500
390226,01-JUL-10,30-JUN-11,As Submitted,PENNSYLVANIA HOSPITAL OF UPHS           ,8TH & SPRUCE                            ,,PHILADELPHIA                            ,PA                                      ,19107-                                  ,PHILADELPHIA                            ,11620505,,,8033733,,,.1801,3709210,643291,388,141698,25884,4415,113628,145.62,2457.06,,4396,759,21322
390228,01-JUL-10,30-JUN-11,As Submitted,ST. CLAIR MEMORIAL HOSPITAL             ,1000 BOWER H ILL ROAD                   ,,PITTSBURGH                              ,PA                                      ,15243                                   ,ALLEGHENY                               ,,,,,,,,,,291,106190,18149,1449,71205,,1666.03,,3894,268,16678
390231,01-JUL-10,30-JUN-11,As Submitted,ABINGTON MEMORIAL HOSPITAL              ,1200 OLD YORK ROAD                      ,,ABINGTON                                ,PA                                      ,19001-                                  ,MONTGOMERY                              ,14875733,,,,,,,4238534,1051295,574,209537,50420,8546,163887,157.82,3773.93,,10142,2025,39847
390233,01-JUL-10,30-JUN-11,As Submitted,HANOVER HOSPITAL  INC.                  ,300 HIGHLAND AVENUE                     ,,HANOVER                                 ,PA                                      ,17331-                                  ,YORK                                    ,,,,,,,,,,91,33215,12893,290,22090,,909.02,,2361,15,5115
390236,01-JUL-10,30-JUN-11,As Submitted,MEMORIAL HOSPITAL  INC. OF TOWANDA      ,91 HOSPITAL DRIVE                       ,,TOWANDA                                 ,PA                                      ,18848                                   ,BRADFORD                                ,,,,261057,,,.0859,,,43,15695,2917,800,5825,,381.86,,620,214,1379
390256,01-JUL-10,30-JUN-11,As Submitted,MILTON S. HERSHEY MEDICAL CENTER        ,500 UNIVERSITY DRIVE                    ,,HERSHEY                                 ,PA                                      ,17033                                   ,DAUPHIN                                 ,26240202,,,8069856,,,.1388,7010698,3977460,461,168265,34427,9878,144113,513.24,5686.7,,6147,1481,26945
390263,01-JUL-10,30-JUN-11,As Submitted,MUHLENBERG HOSPITAL CENTER              ,2100 MACK BOULEVARD                     ,,ALLENTOWN                               ,PA                                      ,18103                                   ,LEHIGH                                  ,7619963,,,,,,,2362185,584723,176,64240,28230,1036,51673,56.2,1295.22,,5295,501,10539
390265,01-JUL-10,30-JUN-11,Amended,JEFFERSON REGIONAL MEDICAL CENTER       ,565 COAL VALLEY ROAD                    ,,PITTSBURGH                              ,PA                                      ,15236-0119                              ,ALLEGHENY                               ,,,,,,,,,,332,121180,19736,1653,76686,,1509.26,,3926,301,4310
390266,01-JUL-10,30-JUN-11,As Submitted,GROVE CITY MEDICAL CENTER               ,631 NORTH BROAD ST EXT                  ,,GROVE CITY                              ,PA                                      ,16127-                                  ,MERCER                                  ,,,,104021,,,.0306,,,89,32485,2954,557,7178,,367,,641,196,1787
390267,01-JUL-10,30-JUN-11,As Submitted,FORBES REGIONAL HOSPITAL                ,2570 HAYMAKER ROAD                      ,,MONROEVILLE                             ,PA                                      ,15146-                                  ,ALLEGHENY                               ,2362609,,,,,,,1421477,225030,289,101492,18970,1255,65080,17.45,1033.28,,3739,259,13730
390268,01-JUL-10,30-JUN-11,As Submitted,MOUNT NITTANY MEDICAL CENTER            ,1800 EAST PARK AVENUE                   ,,STATE COLLEGE                           ,PA                                      ,16803-6797                              ,CENTRE                                  ,,,,,,,,,,243,88695,17790,3374,50259,,1225.56,,3501,821,11610
390270,01-JUL-10,30-JUN-11,As Submitted,GEISINGER WYOMING VALLEY MED CTR        ,1000 EAST MOUNTAIN DRIVE                ,,WILKES BARRE                            ,PA                                      ,18704                                   ,LUZERNE                                 ,4291473,,,2179561,,,.0605,872580,661880,202,73415,21685,8283,57460,40,1345.77,,4356,2238,13567
390272,01-SEP-10,31-AUG-11,As Submitted,VALLEY FORGE MEDICAL CENTER             ,1033 WEST GERMANTOWN PIKE               ,,NORRISTOWN                              ,PA                                      ,19403-3905                              ,MONTGOMERY                              ,,,,100595,,,.12,,,50,18250,1168,525,16660,,120.18,,220,169,1347
390278,01-JUL-10,30-JUN-11,As Submitted,EAGLEVILLE HOSPITAL                     ,100 EAGLEVILLE ROAD                     ,PO BOX 45                               ,EAGLEVILLE                              ,PA                                      ,19408-0045                              ,MONTGOMERY                              ,,,,308934,,,.12,,,48,17520,5078,2269,10974,,183.55,,549,296,1256
390312,01-JUL-10,30-JUN-11,Settled,EASTERN REGIONAL MEDICAL CENTER         ,1331 EAST WYOMING AVE                   ,,PHILADELPHIA                            ,PA                                      ,19124                                   ,PHILADELPHIA                            ,,,,,,,,,,52,18980,2061,,12151,,,,229,,1301
391300,01-JUL-10,30-JUN-11,Settled,JERSEY SHORE HOSPITAL                   ,1020 THOMPSON STREET                    ,,JERSEY SHORE                            ,PA                                      ,17745                                   ,LYCOMING                                ,,,,,,,,,,25,9125,2074,157,4108,,199.67,,460,48,1021
391301,01-JUL-10,30-JUN-11,As Submitted,MUNCY VALLEY HOSPITAL                   ,215 EAST WATER STREET                   ,,MUNCY                                   ,PA                                      ,17756-                                  ,LYCOMING                                ,,,,,,,,,,20,7300,3208,125,4799,,139.77,,372,35,664
391302,01-JUL-10,30-JUN-11,Settled,MEYERSDALE COMMUNITY HOSPITAL           ,200 HOSPITAL DRIVE                      ,,MEYERSDALE                              ,PA                                      ,15552                                   ,SOMERSET                                ,,,,,,,,,,20,7300,703,49,1675,,89.7,,114,19,294
391303,01-JUL-10,30-JUN-11,Settled w/Audit,FULTON COUNTY MEDICAL CENTER            ,214 PEACH ORCHARD ROAD                  ,,MCCONNELLSBURG                          ,PA                                      ,17233                                   ,FULTON                                  ,,,,,,,,,,21,7665,3006,179,4156,,239.24,,502,62,819
391304,01-JUL-10,30-JUN-11,Settled,BUCKTAIL MEDICAL CENTER                 ,PINE STREET                             ,,RENOVO                                  ,PA                                      ,17764                                   ,CLINTON                                 ,,,,,,,,,,21,7665,790,6,1071,,47.95,,36,2,63
391305,01-JUL-10,30-JUN-11,As Submitted,TROY COMMUNITY HOSPITAL                 ,101 ELMIRA STREET                       ,,TROY                                    ,PA                                      ,16947                                   ,BRADFORD                                ,,,,,,,,,,25,9125,3579,2226,7616,,92.89,,313,35,505
391307,01-JUL-10,30-JUN-11,As Submitted,TYRONE HOSPITAL                         ,ONE HOSPITAL DRIVE                      ,,TYRONE                                  ,PA                                      ,16686                                   ,BLAIR                                   ,,,,,,,,,,25,9125,1292,256,3357,,156.3,,289,66,826
391308,01-JUL-10,30-JUN-11,Settled,CORRY MEMORIAL HOSPITAL                 ,612 WEST SMITH STREET                   ,,CORRY                                   ,PA                                      ,16407-                                  ,ERIE                                    ,,,,,,,,,,22,7998,2041,168,3210,,174.66,,396,53,717
391309,01-JUL-10,30-JUN-11,Settled,BARNES KASSON COUNTY HOSPITAL           ,2872 TURNPIKE STREET                    ,,SUSQUEHANNA                             ,PA                                      ,18847-1638                              ,SUSQUEHANNA                             ,,,,,,,,,,25,9125,2980,616,4512,,169.31,,442,125,797
391311,01-JUL-10,30-JUN-11,Settled w/Audit,MID VALLEY HOSPITAL                     ,1400 MAIN STREET                        ,,PECKVILLE                               ,PA                                      ,18452-2098                              ,LACKAWANNA                              ,,,,,,,,,,25,9125,3422,51,4680,,115.1,,335,21,797
391312,01-JUL-10,30-JUN-11,Settled,BROOKVILLE HOSPITAL                     ,100 HOSPITAL ROAD                       ,,BROOKVILLE                              ,PA                                      ,15825                                   ,JEFFERSON                               ,,,,,,,,,,24,8944,2266,163,3455,,199.2,,656,67,1057
391313,01-JUL-10,30-JUN-11,Settled,CHARLES COLE MEMORIAL HOSPITAL          ,1001 EAST 2ND STREET                    ,20                                      ,COUDERSPORT                             ,PA                                      ,16915                                   ,POTTER                                  ,,,,,,,,,,25,9125,3087,1147,6574,,414.89,,707,293,1629
392024,01-JUL-10,30-JUN-11,Settled,LIFECARE HOSPITAL OF PITTSBURGH         ,225 PENNSYLVANIA AVE.                   ,,PITTSBURGH                              ,PA                                      ,15221                                   ,ALLEGHENY                               ,,,,,,,,,,196,71540,24299,,40897,,343.44,,852,,1422
392027,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL PHILADELPHIA           ,6129 PALMETTO STREET                    ,,PHILADELPHIA                            ,PA                                      ,19111                                   ,PHILADELPHIA                            ,,,,,,,,,,109,39785,17665,2764,26015,,264.5,,610,81,885
392028,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL PITTSBURGH             ,7777 STEUBENVILLE PIKE                  ,,OAKDALE                                 ,PA                                      ,15071                                   ,ALLEGHENY                               ,,,,,,,,,,63,22995,5446,178,10967,,119.4,,207,4,382
392031,01-MAY-10,30-APR-11,Settled,SSH -JOHNSTOWN                          ,320 MAIN STREET                         ,,JOHNSTOWN                               ,PA                                      ,15901                                   ,CAMBRIA                                 ,,,,,,,,,,39,14235,5936,,10592,,91.47,,234,,430
